fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,wine_type_encoded,quality_label
-1.51507401266299,-0.28874608485554615,-0.5075793331510777,1.279216748145449,-1.1079459975228754,-0.3278798357319785,-0.1426512382038457,0.35576741377059085,1.27071370862072,-1.4149649360263683,0.024550631010969465,0.3414363677238445,1
-0.12476436482139143,-0.8471463937095284,-0.5075793331510777,-0.9514419875599122,-0.8135081466378725,-0.8425373476594261,-1.2032517514908823,-1.3426015777890408,-0.5053072901921453,-1.1482377365868455,0.8685385353020266,0.3414363677238445,0
-1.1674966007025895,1.2003214054217397,0.4416728751752874,-0.666677042576249,-0.8135081466378725,-0.8425373476594261,-1.016086955028464,-0.7236404341983952,0.24608620930560526,-0.17023800530859404,0.1933482118691818,0.3414363677238445,0
2.1924183815812737,1.0141879691370794,0.8635627455425613,-0.7141378667401929,2.498917675818408,-0.8425373476594261,-1.5359891674240702,1.6012380075809594,1.5439477084380846,1.252307058368863,-1.2414312254256163,-2.9288034156010165,0
-1.2833557380227234,-0.19567936671321567,-1.2458866062938065,0.4961131494403754,-0.3718513703103685,0.6371029991319859,0.39804706268758466,0.25009112096241554,-0.4369987902378057,-0.17023800530859404,-0.7350384828509808,0.3414363677238445,0
1.7289818323007404,-0.009545930428555253,0.8635627455425613,-0.8327899271500525,1.6156041231634,-1.5501914265596668,-2.201463999290446,0.857729804609298,1.2024052086663806,0.8966707924494985,-0.14424694984724137,-2.9288034156010165,0
-1.0516374633824568,1.2003214054217397,0.9690352131343792,1.7063641656209438,-0.960727072080374,1.1517605110594336,1.105114071545609,0.9294387175862682,-0.5053072901921453,0.8966707924494985,-0.8194372732800878,0.3414363677238445,0
-0.35648263946165804,-0.056079289499720485,1.8128149538689264,1.4690600448012245,-0.7398986839166217,1.6020858339959503,0.23167835472099071,1.3445955821897244,-0.9151582899181918,0.3632163935704527,-1.4946275967129325,0.3414363677238445,1
-0.47234177678179085,0.08352078771377522,-0.5075793331510777,-0.2869904492646982,-0.51907029575287,0.3154420541773311,-0.6001651851119791,-1.3199566579015567,-0.09545629046609869,0.8966707924494985,1.6281276491639785,0.3414363677238445,1
1.8448409696208732,-0.3818128029978766,-0.5075793331510777,-0.12087756469089465,-1.0343365348016247,-0.07055107976825464,-0.7041456275911003,-0.5877709148736582,-1.393317789598581,-1.5038740025062094,1.1217349065893445,0.3414363677238445,1
1.0338270083799406,0.08352078771377522,0.4416728751752874,-0.14460797677286671,-1.5496027738503795,-0.7782051586684952,1.5002397529662697,-0.5802226082444969,-1.051775289826874,1.4301251913285453,1.037336116160239,0.3414363677238445,1
1.1496861457000744,0.1765875058561057,0.01978300480801407,-0.7853291029861087,1.5419946604421493,-1.164198292614081,-1.8687265833572582,-0.0442928375745845,1.3390222085750627,0.541034526530135,1.6281276491639785,-2.9288034156010165,1
1.6131226949806077,-0.19567936671321567,1.3909250835016531,-0.9277115754779403,0.2170243314596369,-1.5501914265596668,-1.1200673975075852,0.24254281433325414,-0.9151582899181918,0.9855798589293396,-0.3130445307054522,0.3414363677238445,0
